Timestamp;L239 SB - Engine RPM [RPM];L239 SB - Cool Temp [°C];L239 SB - Run Hours [h];L239 SB - Oil Press [bar];L239 SB - Battery Volt [V];L239 SB - Fuel Rate [L/h];L239 SB - Load [%];L239 SB - Ground Speed [km/h];L239 SB - ActualTrq [%];L239 SB - Boost Press [bar];L239 SB - Intake Temp [°C];L239 SB - TotalConsumpt [L];L239 SB - TripConsumpt [L];
2015-10-04 18:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:33;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:26;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:27;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:28;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:29;0;-;7049;-;27.1;-;-;0;-;-;-;32179;0;
2015-10-04 21:42:25;0;-;7049;-;27;-;-;0.1;-;-;-;32179;0;
2015-10-04 21:42:26;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 21:42:27;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 21:42:28;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 22:42:25;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 22:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 22:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 22:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:28;-;-;7049;-;-;-;-;-;-;-;-;32179;-;
2015-10-05 04:42:26;1063;72;7049;5.12;27.9;-;-;18.6;-;-;-;-;0.7;
2015-10-05 04:42:28;-;-;-;-;-;23.8;75;-;38;0.3;34;32179.8;-;
2015-10-05 05:42:21;0;-;7050;-;29;-;-;0;-;-;-;-;0;
2015-10-05 05:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 06:42:21;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 06:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:21;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:31;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:32;0;-;7050;-;-;-;-;0;-;-;-;32226.2;0;
2015-10-05 08:42:21;0;-;7050;-;-;-;-;0;-;-;-;-;0;
2015-10-05 08:42:30;0;-;7050;-;26.8;-;-;0;-;-;-;-;0;
2015-10-05 08:42:32;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:21;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:32;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:33;0;-;7050;-;25.1;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:34;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 10:42:21;0;-;7050;-;27;-;-;0;-;-;-;-;0;
2015-10-05 10:42:23;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 11:42:21;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 11:42:23;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 12:42:21;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 12:42:23;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 12:42:31;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
2015-10-05 12:42:33;-;-;-;-;-;-;-;-;-;-;-;32257.1;-;
2015-10-05 13:42:33;1336;76;7051;4.28;27.5;-;-;25.2;-;-;-;-;24.7;
2015-10-05 13:42:35;-;-;7051;-;-;45;89;-;61;0.68;76;32281.9;-;
2015-10-05 14:42:28;0;-;7051;-;25.3;-;-;0;-;-;-;-;0;
2015-10-05 14:42:29;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 14:42:33;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 15:42:21;0;-;7051;-;25.1;-;-;0.1;-;-;-;32311.7;0;
2015-10-05 15:42:28;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 15:42:29;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 15:42:33;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 16:42:21;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 16:42:28;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 16:42:29;0;-;7051;-;25.1;-;-;-;-;-;-;32311.7;0;
2015-10-05 16:42:33;0;-;7051;-;25.1;-;-;0;-;-;-;32311.7;0;
2015-10-05 17:42:28;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 17:42:29;0;-;7051;-;28.9;-;-;0.1;-;-;-;32311.7;0;
2015-10-05 17:42:33;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 18:42:28;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 18:42:29;0;-;7051;-;-;-;-;-;-;-;-;32311.7;0;
2015-10-05 18:42:30;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 18:42:33;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 19:42:28;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 19:42:29;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 19:42:30;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 19:42:33;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 20:42:28;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 20:42:29;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 20:42:30;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 20:42:33;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 21:42:28;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 21:42:29;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 21:42:30;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 21:42:33;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 22:42:28;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 22:42:29;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 22:42:30;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 22:42:32;0;-;7051;-;29;-;-;0;-;-;-;32311.7;0;
2015-10-05 22:42:33;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-05 23:42:27;0;-;7051;-;27.1;-;-;0;-;-;-;32311.7;0;
2015-10-05 23:42:28;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-05 23:42:29;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-05 23:42:30;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-05 23:42:33;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-06 00:42:28;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-06 00:42:29;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-06 00:42:30;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-06 00:42:33;0;-;7051;-;-;-;-;0;-;-;-;32311.7;0;
2015-10-06 00:42:39;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 01:42:28;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 01:42:29;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 01:42:30;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 01:42:33;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 01:42:39;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 02:42:28;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 02:42:29;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 02:42:30;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 02:42:33;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 02:42:39;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 03:42:28;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 03:42:29;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 03:42:30;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 03:42:33;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 03:42:39;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 04:42:28;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 04:42:29;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 04:42:30;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 04:42:33;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 04:42:39;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 05:42:17;0;-;7051;-;27;-;-;0;-;-;-;32311.7;0;
2015-10-06 05:42:19;-;-;-;-;-;-;-;-;-;-;-;32311.7;-;
2015-10-06 06:42:23;1701;75;7052;4.88;27.6;-;-;37.5;-;-;-;-;9.5;
2015-10-06 06:42:25;-;-;7052;-;-;71.1;90;-;86;1.36;82;32321.3;-;
2015-10-06 07:42:23;-;-;7052;-;-;-;-;-;-;-;-;-;-;
2015-10-06 07:42:32;0;-;7052;-;27;-;-;0;-;-;-;-;0;
2015-10-06 07:42:33;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 08:42:23;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 08:42:32;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 08:42:33;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 09:42:23;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 09:42:32;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 09:42:33;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 10:42:23;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 10:42:25;0;-;7052;-;27;-;-;0;-;-;-;32343.3;0;
2015-10-06 10:42:27;-;-;-;-;-;-;-;-;-;-;-;32343.3;-;
2015-10-06 11:42:25;1020;74;7053;3.8;27.6;-;-;17.6;-;-;-;-;23.4;
2015-10-06 11:42:26;-;-;7053;-;-;20.9;71;-;35;0.26;66;32366.7;-;
2015-10-06 12:42:25;-;-;7053;-;-;-;-;-;-;-;-;-;-;
2015-10-06 12:42:32;0;-;7053;-;29;-;-;0;-;-;-;-;0;
2015-10-06 12:42:33;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 13:42:25;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 13:42:32;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 13:42:33;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 14:42:25;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 14:42:29;0;-;7053;-;29;-;-;0;-;-;-;32390.9;0;
2015-10-06 14:42:30;-;-;7053;-;-;-;-;-;-;-;-;32390.9;-;
2015-10-06 15:42:25;-;-;7053;-;-;-;-;-;-;-;-;-;-;
2015-10-06 15:42:29;1684;75;7053;4.72;27.6;-;-;36.3;-;-;-;-;12;
2015-10-06 15:42:30;-;-;-;-;-;69.3;94;-;85;1.26;82;32402.9;-;
2015-10-06 16:42:29;0;-;7054;-;27;-;-;0;-;-;-;-;0;
2015-10-06 16:42:31;-;-;7054;-;-;-;-;-;-;-;-;32439.2;-;
2015-10-06 17:42:21;1623;76;7054;4.68;27.5;-;-;34.7;-;-;-;-;10.7;
2015-10-06 17:42:23;-;-;-;-;-;64.2;95;-;81;1.14;79;32449.9;-;
2015-10-06 18:42:22;0;-;7055;-;29;-;-;0;-;-;-;-;0;
2015-10-06 18:42:23;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 19:42:22;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 19:42:23;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 20:42:22;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 20:42:23;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 21:42:22;0;-;7055;-;29;-;-;0;-;-;-;32463.6;0;
2015-10-06 21:42:23;-;-;7055;-;-;-;-;-;-;-;-;32463.6;-;
2015-10-06 22:42:22;-;-;7055;-;-;-;-;-;-;-;-;-;-;
2015-10-06 22:42:25;1806;76;7055;4.56;27.4;-;-;43.2;-;-;-;-;41.4;
2015-10-06 22:42:26;-;-;-;-;-;81.8;100;-;91;1.6;91;32505.1;-;
2015-10-06 23:42:26;0;-;7056;-;27;-;-;0;-;-;-;-;0;
2015-10-06 23:42:27;0;-;7056;-;27;-;-;0;-;-;-;32549.2;0;
2015-10-07 00:42:26;0;-;7056;-;27;-;-;0;-;-;-;32549.2;0;
2015-10-07 00:42:27;0;-;7056;-;27;-;-;0;-;-;-;32549.2;0;
2015-10-07 00:42:28;-;-;7056;-;-;-;-;-;-;-;-;32549.2;-;
2015-10-07 01:42:26;-;-;7056;-;-;-;-;-;-;-;-;-;-;
2015-10-07 01:42:29;1081;74;7056;3.88;27.6;-;-;17.1;-;-;-;-;22.3;
2015-10-07 01:42:31;-;-;-;-;-;23.6;72;-;38;0.3;68;32571.5;-;
2015-10-07 02:42:35;0;-;7057;-;29;-;-;0;-;-;-;-;0;
2015-10-07 02:42:36;0;-;7057;-;29;-;-;0;-;-;-;32596.1;0;
2015-10-07 03:42:35;0;-;7057;-;29;-;-;0;-;-;-;32596.1;0;
2015-10-07 03:42:36;0;-;7057;-;29;-;-;0;-;-;-;32596.1;0;
2015-10-07 04:42:23;0;-;7057;-;29;-;-;0;-;-;-;32596.1;0;
2015-10-07 04:42:24;-;-;7057;-;-;-;-;-;-;-;-;32596.1;-;
2015-10-07 04:42:35;-;-;7057;-;-;-;-;-;-;-;-;-;-;
2015-10-07 05:42:35;-;-;7057;-;-;-;-;-;-;-;-;-;-;
2015-10-07 05:42:37;1738;75;7057;4.88;27.6;-;-;38.7;-;-;-;-;8.3;
2015-10-07 05:42:38;-;-;-;-;-;71.4;90;-;86;1.36;84;32604.5;-;
2015-10-07 06:42:28;0;-;7058;-;29;-;-;0;-;-;-;-;0;
2015-10-07 06:42:29;0;-;-;-;-;-;-;0;-;-;-;32636.4;0;
2015-10-07 07:42:25;0;73;7059;0;28.9;-;-;0;-;-;-;-;0;
2015-10-07 07:42:26;0;-;7059;-;-;0;0;0;0;0.02;56;32684.3;0;
2015-10-07 07:42:28;0;-;7059;-;-;-;-;0;-;-;-;32684.3;0;
2015-10-07 08:42:25;0;-;7059;-;-;-;-;0;-;-;-;32684.3;0;
2015-10-07 08:42:26;0;-;7059;-;-;-;-;0;-;-;-;32684.3;0;
2015-10-07 08:42:28;0;-;7059;-;-;-;-;0;-;-;-;32684.3;0;
2015-10-07 08:42:30;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 09:42:25;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 09:42:26;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 09:42:28;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 09:42:30;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 10:42:25;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 10:42:26;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 10:42:28;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 10:42:30;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 11:42:25;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 11:42:26;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 11:42:28;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 11:42:30;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 12:42:25;0;-;7059;-;29;-;-;0;-;-;-;32684.3;0;
2015-10-07 12:42:26;-;-;-;-;-;-;-;-;-;-;-;32684.3;-;
2015-10-07 12:42:27;-;-;-;-;-;-;-;-;-;-;-;32684.3;-;
2015-10-07 14:42:26;0;-;7060;-;27;-;-;0;-;-;-;-;0;
2015-10-07 14:42:27;0;-;7060;-;27;-;-;0;-;-;-;32721.9;0;
2015-10-07 15:42:26;0;-;7060;-;27;-;-;0;-;-;-;32721.9;0;
2015-10-07 15:42:27;0;-;7060;-;27;-;-;0;-;-;-;32721.9;0;
2015-10-07 16:42:26;0;-;7060;-;27;-;-;0;-;-;-;32721.9;0;
2015-10-07 16:42:27;-;-;-;-;-;-;-;-;-;-;-;32721.9;-;
2015-10-07 18:42:31;651;73;7061;3.04;27.7;-;-;3.6;-;-;-;-;51.3;
2015-10-07 18:42:33;-;-;-;-;-;1.5;8;-;4;0.02;35;32773.2;-;
2015-10-07 19:42:24;0;-;7062;-;27;-;-;0;-;-;-;-;0;
2015-10-07 19:42:25;-;-;7062;-;-;-;-;-;-;-;-;32797.3;-;
2015-10-07 20:42:24;-;-;7062;-;-;-;-;-;-;-;-;-;-;
2015-10-07 20:42:44;1065;75;7062;4.28;27.3;-;-;21.3;-;-;-;-;22.8;
2015-10-07 20:42:47;-;-;-;-;-;18.7;66;-;32;0.22;52;32820.2;-;
2015-10-07 21:42:24;1796;77;7063;4.56;27.5;-;-;40.5;-;-;-;-;67.5;
2015-10-07 21:42:25;-;-;-;-;-;82.3;100;-;91;1.62;94;32864.9;-;
2015-10-07 22:42:28;0;-;7064;-;29;-;-;0.1;-;-;-;-;0;
2015-10-07 22:42:30;0;-;7064;-;29;-;-;-;-;-;-;32905.9;0;
2015-10-07 23:42:24;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-07 23:42:28;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-07 23:42:30;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 00:42:24;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 00:42:28;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 00:42:30;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 01:42:24;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 01:42:28;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 01:42:30;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 02:42:24;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 02:42:28;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 02:42:30;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 03:42:20;0;-;7064;-;29;-;-;0;-;-;-;32905.9;0;
2015-10-08 03:42:24;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 03:42:28;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 03:42:30;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 04:42:24;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 04:42:28;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 04:42:30;0;-;7064;-;-;-;-;0;-;-;-;32905.9;0;
2015-10-08 04:42:33;0;-;7064;-;27;-;-;0;-;-;-;32905.9;0;
2015-10-08 05:42:24;0;-;7064;-;27;-;-;0;-;-;-;32905.9;0;
2015-10-08 05:42:28;0;-;7064;-;27;-;-;0;-;-;-;32905.9;0;
2015-10-08 05:42:30;-;-;-;-;-;-;-;-;-;-;-;32905.9;-;
2015-10-08 06:42:19;1785;77;7065;4.56;27.5;-;-;39.9;-;-;-;-;46.6;
2015-10-08 06:42:21;-;-;7065;-;-;81.8;100;-;91;1.56;92;32952.7;-;
2015-10-08 07:42:19;-;-;7065;-;-;-;-;-;-;-;-;-;-;
2015-10-08 07:42:30;0;-;7065;-;27;-;-;0;-;-;-;-;0;
2015-10-08 07:42:32;0;-;7065;-;27;-;-;0;-;-;-;32981.1;0;
2015-10-08 08:42:19;0;-;7065;-;27;-;-;0;-;-;-;32981.1;0;
2015-10-08 08:42:30;0;-;7065;-;27;-;-;0;-;-;-;32981.1;0;
2015-10-08 08:42:32;0;-;7065;-;27;-;-;0;-;-;-;32981.1;0;
2015-10-08 09:42:19;0;-;7065;-;27;-;-;0;-;-;-;32981.1;0;
