Timestamp;L239 SB - Engine RPM [RPM];L239 SB - Cool Temp [°C];L239 SB - Run Hours [h];L239 SB - Oil Press [bar];L239 SB - Battery Volt [V];L239 SB - Fuel Rate [L/h];L239 SB - Load [%];L239 SB - Ground Speed [km/h];L239 SB - ActualTrq [%];L239 SB - Boost Press [bar];L239 SB - Intake Temp [°C];L239 SB - TotalConsumpt [L];L239 SB - TripConsumpt [L];
2015-10-12 03:42:26;0;-;7081;-;27;-;-;0;-;-;-;33705.2;0;
2015-10-12 03:42:27;0;-;7081;-;27;-;-;0;-;-;-;33705.2;0;
2015-10-12 03:42:30;0;-;7081;-;27;-;-;0;-;-;-;33705.2;0;
2015-10-12 03:42:32;-;-;-;-;-;-;-;-;-;-;-;33705.2;-;
2015-10-12 04:42:45;1781;76;7082;4.64;27.6;-;-;39.8;-;-;-;-;38.8;
2015-10-12 04:42:47;-;-;7082;-;-;79.5;98;-;90;1.6;90;33744;-;
2015-10-12 05:42:35;0;-;7082;-;27;-;-;0;-;-;-;-;0;
2015-10-12 05:42:36;-;-;7082;-;-;-;-;-;-;-;-;33751.5;-;
2015-10-12 05:42:45;-;-;7082;-;-;-;-;-;-;-;-;-;-;
2015-10-12 06:42:35;1613;75;7082;4.72;27.5;-;-;34.7;-;-;-;-;12.9;
2015-10-12 06:42:37;-;-;-;-;-;62.9;93;-;80;1.14;78;33764.6;-;
2015-10-12 07:42:33;650;73;7083;2.36;27.6;-;-;6.8;-;-;-;-;8.3;
2015-10-12 07:42:35;-;-;-;-;-;8.3;48;-;24;0.06;77;33797.1;-;
2015-10-12 08:42:24;1723;75;7084;4.96;27.5;-;-;39;-;-;-;-;4;
2015-10-12 08:42:26;-;-;-;-;-;71.3;90;-;86;1.34;82;33810.8;-;
2015-10-12 10:42:26;0;-;7085;-;25.1;-;-;0;-;-;-;-;0;
2015-10-12 10:42:28;-;-;7085;-;-;-;-;-;-;-;-;33907.5;-;
2015-10-12 11:42:18;649;73;7085;3.2;27.8;-;-;12.9;-;-;-;-;0.5;
2015-10-12 11:42:20;-;-;-;-;-;6.2;35;-;18;0.04;40;33908;-;
2015-10-12 12:42:26;0;-;7086;-;29;-;-;0;-;-;-;-;0;
2015-10-12 12:42:28;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 13:42:26;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 13:42:28;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 14:42:26;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 14:42:28;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 14:42:33;0;-;7086;-;29;-;-;0;-;-;-;33921.6;0;
2015-10-12 14:42:35;-;-;7086;-;-;-;-;-;-;-;-;33921.6;-;
2015-10-12 15:42:26;-;-;7086;-;-;-;-;-;-;-;-;-;-;
2015-10-12 15:42:36;1645;76;7086;4.64;27.5;-;-;36.9;-;-;-;-;19.3;
2015-10-12 15:42:41;-;-;-;-;-;65.7;97;-;82;1.18;81;33941.1;-;
2015-10-12 16:42:29;0;-;7087;-;29;-;-;0;-;-;-;-;0;
2015-10-12 16:42:31;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 17:42:29;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 17:42:31;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 18:42:29;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 18:42:31;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 19:42:29;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 19:42:31;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 19:42:34;0;-;7087;-;29;-;-;0;-;-;-;33968.4;0;
2015-10-12 19:42:36;-;-;7087;-;-;-;-;-;-;-;-;33968.4;-;
2015-10-12 20:42:29;650;73;7087;3;27.6;-;-;7;-;-;-;-;29.3;
2015-10-12 20:42:30;-;-;-;-;-;1.2;7;-;3;0.02;40;33997.8;-;
2015-10-12 21:42:48;0;-;7088;-;29;-;-;0;-;-;-;-;0;
2015-10-12 21:42:49;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-12 22:42:48;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-12 22:42:49;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-12 23:42:48;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-12 23:42:49;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 00:42:48;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 00:42:49;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 01:42:48;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 01:42:49;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 02:42:33;0;-;7088;-;29;-;-;0;-;-;-;34023.2;0;
2015-10-13 02:42:48;0;-;7088;-;-;-;-;0;-;-;-;34023.2;0;
2015-10-13 02:42:49;0;-;7088;-;-;-;-;0;-;-;-;34023.2;0;
2015-10-13 03:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 03:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 03:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 04:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 04:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 04:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 05:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 05:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 05:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 06:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 06:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 06:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 07:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 07:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 07:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 08:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 08:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 08:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 09:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 09:42:48;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 09:42:49;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 10:42:24;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 10:42:27;0;-;7088;-;27;-;-;0;-;-;-;34023.2;0;
2015-10-13 10:42:28;-;-;7088;-;-;-;-;-;-;-;-;34023.2;-;
2015-10-13 10:42:48;-;-;7088;-;-;-;-;-;-;-;-;-;-;
2015-10-13 11:42:28;1224;75;7088;4.36;27.6;-;-;21.3;-;-;-;-;12.7;
2015-10-13 11:42:29;-;-;-;-;-;34.1;80;-;49;0.48;70;34035.9;-;
2015-10-13 12:42:31;0;-;7089;-;27;-;-;0;-;-;-;-;0;
2015-10-13 12:42:33;-;-;-;-;-;-;-;-;-;-;-;34093.7;-;
2015-10-13 13:42:22;1708;76;7090;4.64;27.4;-;-;37.9;-;-;-;-;31;
2015-10-13 13:42:24;-;-;7090;-;-;71;91;-;87;1.34;84;34124.8;-;
2015-10-13 14:42:17;0;-;7090;-;27;-;-;0;-;-;-;-;0;
2015-10-13 14:42:19;-;-;7090;-;-;-;-;-;-;-;-;34129;-;
2015-10-13 14:42:22;-;-;7090;-;-;-;-;-;-;-;-;-;-;
2015-10-13 15:42:22;-;-;7090;-;-;-;-;-;-;-;-;-;-;
2015-10-13 15:42:26;1751;76;7090;4.8;27.4;-;-;39.5;-;-;-;-;9.3;
2015-10-13 15:42:28;-;76;-;-;27.4;76.3;95;-;89;1.46;87;34138.3;-;
2015-10-13 16:42:26;-;76;-;-;27.4;-;-;-;-;-;-;-;-;
2015-10-13 16:42:29;1709;76;7091;4.68;27.4;-;-;38.1;-;-;-;-;33.7;
2015-10-13 16:42:30;-;-;-;-;-;72;92;-;87;1.32;84;34162.7;-;
2015-10-13 17:42:34;0;-;7092;-;27;-;-;0;-;-;-;-;0;
2015-10-13 17:42:35;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 18:42:20;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 18:42:34;0;-;7092;-;-;-;-;0;-;-;-;34201.5;0;
2015-10-13 18:42:35;0;-;7092;-;-;-;-;0;-;-;-;34201.5;0;
2015-10-13 19:42:34;0;-;7092;-;-;-;-;0;-;-;-;34201.5;0;
2015-10-13 19:42:35;0;-;7092;-;-;-;-;0;-;-;-;34201.5;0;
2015-10-13 19:42:52;0;-;7092;-;26.9;-;-;0;-;-;-;34201.5;0;
2015-10-13 20:42:23;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 20:42:34;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 20:42:35;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 21:42:23;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 21:42:34;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 21:42:35;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 22:42:23;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 22:42:34;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 22:42:35;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 23:42:23;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 23:42:34;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-13 23:42:35;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-14 00:42:20;0;-;7092;-;27;-;-;0;-;-;-;34201.5;0;
2015-10-14 00:42:21;-;-;-;-;-;-;-;0;-;-;-;34201.5;-;
2015-10-14 00:42:34;-;-;-;-;-;-;-;0;-;-;-;-;-;
2015-10-14 01:42:34;-;-;-;-;-;-;-;0;-;-;-;-;-;
2015-10-14 01:42:41;651;73;7093;2.4;28.7;-;-;0;-;-;-;-;33.9;
2015-10-14 01:42:43;-;-;7093;-;-;1.8;11;0;5;0.02;73;34235.4;-;
2015-10-14 02:42:31;0;-;7093;-;29;-;-;0;-;-;-;-;0;
2015-10-14 02:42:32;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 02:42:34;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 02:42:41;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 03:42:31;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 03:42:32;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 03:42:34;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 03:42:41;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 04:42:31;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 04:42:32;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 04:42:34;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 04:42:41;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 05:42:31;0;-;7093;-;29;-;-;0;-;-;-;34235.5;0;
2015-10-14 05:42:32;-;-;7093;-;-;-;-;-;-;-;-;34235.5;-;
2015-10-14 05:42:41;-;-;7093;-;-;-;-;-;-;-;-;-;-;
2015-10-14 06:42:23;1802;76;7093;4.68;27.4;-;-;41.5;-;-;-;-;14.7;
2015-10-14 06:42:24;-;-;-;-;-;82.4;100;-;91;1.64;92;34250.3;-;
2015-10-14 07:42:30;0;-;7094;-;27;-;-;0;-;-;-;-;0;
2015-10-14 07:42:32;0;-;7094;-;27;-;-;0;-;-;-;34311.1;0;
2015-10-14 08:42:30;0;-;7094;-;27;-;-;0;-;-;-;34311.1;0;
2015-10-14 08:42:32;0;-;7094;-;27;-;-;0;-;-;-;34311.1;0;
2015-10-14 09:42:19;0;-;7094;-;27;-;-;0;-;-;-;34311.1;0;
2015-10-14 09:42:21;-;-;-;-;-;-;-;-;-;-;-;34311.1;-;
2015-10-14 10:42:28;1794;77;7095;4.64;27.5;-;-;40.8;-;-;-;-;35.6;
2015-10-14 10:42:32;-;-;7095;-;-;82.3;100;-;91;1.62;94;34346.8;-;
2015-10-14 11:42:28;0;-;7095;-;29;-;-;0;-;-;-;-;0;
2015-10-14 11:42:30;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 12:42:28;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 12:42:30;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 13:42:28;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 13:42:30;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 14:42:28;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 14:42:30;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 15:42:28;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 15:42:30;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 16:42:26;0;-;7095;-;29;-;-;0;-;-;-;34359.1;0;
2015-10-14 16:42:27;-;-;7095;-;-;-;-;-;-;-;-;34359.1;-;
2015-10-14 16:42:28;-;-;7095;-;-;-;-;-;-;-;-;-;-;
2015-10-14 17:42:28;-;-;7095;-;-;-;-;-;-;-;-;-;-;
2015-10-14 17:42:32;1800;77;7095;4.6;27.5;-;-;41.5;-;-;-;-;33.9;
2015-10-14 17:42:34;-;-;-;-;-;82.1;100;-;91;1.58;94;34393.2;-;
2015-10-14 18:42:28;0;-;7096;-;29;-;-;0;-;-;-;-;0;
2015-10-14 18:42:30;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 19:42:28;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 19:42:30;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 20:42:28;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 20:42:30;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 21:42:28;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 21:42:30;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 22:42:23;0;-;7096;-;29;-;-;0;-;-;-;34394.8;0;
2015-10-14 22:42:25;-;-;7096;-;-;-;-;-;-;-;-;34394.8;-;
2015-10-14 22:42:28;-;-;7096;-;-;-;-;-;-;-;-;-;-;
2015-10-14 23:42:28;-;-;7096;-;-;-;-;-;-;-;-;-;-;
2015-10-14 23:42:31;1704;75;7096;4.88;27.4;-;-;34;-;-;-;-;23.8;
2015-10-14 23:42:32;-;75;-;4.88;-;76.6;97;-;91;1.4;67;34418.6;-;
2015-10-15 00:42:29;1730;75;7097;4.88;27.5;-;-;39.3;-;-;-;-;4.6;
2015-10-15 00:42:32;-;-;7097;-;-;73.1;91;-;86;1.36;83;34445.9;-;
2015-10-15 01:42:29;-;-;7097;-;-;-;-;-;-;-;-;-;-;
2015-10-15 01:42:33;0;-;7097;-;27;-;-;0;-;-;-;-;0;
2015-10-15 01:42:34;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 02:42:29;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 02:42:33;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 02:42:34;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 03:42:29;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 03:42:31;0;-;7097;-;27;-;-;0;-;-;-;34488.5;0;
2015-10-15 03:42:33;-;-;7097;-;-;-;-;-;-;-;-;34488.5;-;
2015-10-15 04:42:23;1707;75;7097;5;27.5;-;-;38.2;-;-;-;-;5.5;
2015-10-15 04:42:25;-;-;-;-;-;69.9;90;-;85;1.32;82;34494.1;-;
2015-10-15 05:42:32;0;-;7098;-;29;-;-;0;-;-;-;-;0;
2015-10-15 05:42:35;-;-;7098;-;-;-;-;-;-;-;-;34551.3;-;
2015-10-15 06:42:30;650;72;7098;3.48;27.7;-;-;12.1;-;-;-;-;0.1;
2015-10-15 06:42:31;-;-;-;-;-;6.3;36;-;18;0.04;48;34551.5;-;
2015-10-15 07:42:30;0;-;7099;-;27;-;-;0;-;-;-;-;0;
2015-10-15 07:42:32;0;-;7099;-;27;-;-;0;-;-;-;34581.7;0;
2015-10-15 08:42:30;0;-;7099;-;27;-;-;0;-;-;-;34581.7;0;
2015-10-15 08:42:32;0;-;7099;-;27;-;-;0;-;-;-;34581.7;0;
2015-10-15 08:42:33;-;-;7099;-;-;-;-;-;-;-;-;34581.7;-;
2015-10-15 09:42:22;1802;77;7099;4.64;27.4;-;-;41;-;-;-;-;22;
2015-10-15 09:42:24;-;-;-;-;-;82.3;100;-;91;1.64;93;34603.7;-;
2015-10-15 10:42:22;0;-;7100;-;27;-;-;0;-;-;-;-;0;
2015-10-15 10:42:24;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 11:42:22;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 11:42:24;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 12:42:22;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 12:42:24;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 13:42:22;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 13:42:24;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 14:42:22;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 14:42:24;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 14:42:25;0;-;7100;-;27;-;-;0;-;-;-;34630.8;0;
2015-10-15 14:42:26;0;-;7100;-;-;-;-;0;-;-;-;34630.8;0;
2015-10-15 15:42:22;0;-;7100;-;-;-;-;0;-;-;-;-;0;
2015-10-15 15:42:30;0;-;7100;-;29;-;-;0;-;-;-;-;0;
2015-10-15 15:42:32;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 16:42:22;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 16:42:30;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 16:42:32;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 17:42:22;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 17:42:30;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 17:42:32;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 18:42:22;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 18:42:30;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 18:42:32;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 19:42:18;0;-;7100;-;29;-;-;0;-;-;-;34652.6;0;
2015-10-15 19:42:19;-;-;-;-;-;-;-;-;-;-;-;34652.6;-;
2015-10-15 20:42:36;1786;77;7101;4.56;27.4;-;-;40.2;-;-;-;-;40.1;
2015-10-15 20:42:37;-;-;-;-;-;81.8;100;-;91;1.6;94;34692.8;-;
2015-10-15 21:42:30;646;73;7102;2.6;27.5;-;-;8.3;-;-;-;-;74.3;
2015-10-15 21:42:32;-;-;-;-;-;8;46;-;24;0.06;51;34727;-;
2015-10-15 22:42:19;0;-;7103;-;29;-;-;0;-;-;-;-;0;
2015-10-15 22:42:20;-;-;7103;-;-;-;-;-;-;-;-;34753.1;-;
2015-10-15 23:42:19;-;-;7103;-;-;-;-;-;-;-;-;-;-;
2015-10-15 23:42:29;1797;77;7103;4.68;27.4;-;-;41;-;-;-;-;39.3;
2015-10-15 23:42:30;-;-;-;-;-;82.3;100;-;91;1.62;91;34792.5;-;
2015-10-16 00:42:27;0;-;7104;-;27;-;-;0;-;-;-;-;0;
2015-10-16 00:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 01:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 01:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 02:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 02:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 03:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 03:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 03:42:29;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 04:42:21;0;-;7104;-;26.9;-;-;0;-;-;-;34810.6;0;
2015-10-16 04:42:27;0;-;7104;-;-;-;-;0;-;-;-;34810.6;0;
2015-10-16 04:42:28;0;-;7104;-;-;-;-;0;-;-;-;34810.6;0;
2015-10-16 05:42:22;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 05:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 05:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 06:42:22;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 06:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 06:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 07:42:22;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 07:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 07:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 08:42:22;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 08:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 08:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 09:42:22;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 09:42:27;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 09:42:28;0;-;7104;-;27;-;-;0;-;-;-;34810.6;0;
2015-10-16 09:42:29;-;-;-;-;-;-;-;-;-;-;-;34810.6;-;
2015-10-16 10:42:18;0;-;7104;-;27;-;-;0;-;-;-;-;0;
2015-10-16 10:42:19;-;-;-;-;-;-;-;-;-;-;-;34810.6;-;
